"#","WST_ID","CO2Y","WST_LONG","WID","WST_ELEV","WST_LAT","WNDHT","WST_NOTES","CLIM_ID","REFHT"
"","KEMB","380","37.460","d98571a0d06c2e75fe446645cb52928351ee2cefc33c0ac05d79beb9b519af51","-3709","-0.550","2.0","Embu Met, Kenya","KAXA","2.0"
"%","W_DATE","TMAX","SRAD","TMIN","RAIN"
"","20710824","27.1","16.3","17.2","0.0"
"","20710825","27.7","19.1","15.9","0.0"
"","20710826","28.7","24.0","14.8","0.0"
"","20710827","29.4","19.1","16.9","0.0"
"","20710828","28.3","17.1","16.4","0.0"
"","20710829","30.0","21.1","15.8","0.0"
"","20710830","30.0","19.0","18.6","0.0"
"","20710831","30.1","21.2","17.8","0.0"
"","20710901","29.4","23.0","17.1","1.6"
"","20710902","29.4","21.8","16.2","0.0"
"","20710903","28.1","18.8","16.7","0.0"
"","20710904","28.6","19.7","16.0","0.0"
"","20710905","29.6","21.0","16.7","0.0"
"","20710906","30.0","21.1","16.5","0.0"
"","20710907","28.6","18.1","17.5","0.0"
"","20710908","28.8","21.3","16.6","0.0"
"","20710909","29.0","22.1","15.9","0.0"
"","20710910","29.2","20.0","17.0","0.0"
"","20710911","30.0","18.8","16.9","0.0"
"","20710912","30.7","23.0","17.0","0.0"
"","20710913","30.5","23.5","17.3","0.0"
"","20710914","29.1","18.9","17.6","0.0"
"","20710915","29.5","23.7","16.7","4.3"
"","20710916","29.7","23.6","16.6","0.0"
"","20710917","30.6","23.9","16.1","0.0"
"","20710918","29.5","25.2","16.1","0.0"
"","20710919","29.9","23.8","16.7","0.0"
"","20710920","30.5","19.9","16.4","0.0"
"","20710921","22.6","2.6","16.9","0.0"
"","20710922","29.9","15.6","16.6","0.0"
"","20710923","30.9","22.2","17.5","0.0"
"","20710924","30.2","18.6","16.5","0.0"
"","20710925","32.1","24.0","15.9","0.0"
"","20710926","31.5","21.8","18.0","0.0"
"","20710927","29.8","16.9","17.5","0.0"
"","20710928","31.1","20.9","17.1","0.0"
"","20710929","31.0","18.4","18.5","5.4"
"","20710930","30.2","18.3","17.7","0.0"
"","20711001","30.8","18.9","17.3","0.0"
"","20711002","32.7","22.7","18.5","0.0"
"","20711003","32.7","25.2","18.1","0.0"
"","20711004","32.6","21.5","18.8","0.0"
"","20711005","32.9","22.7","17.5","0.0"
"","20711006","33.2","26.0","16.5","0.0"
"","20711007","33.5","21.0","19.0","0.0"
"","20711008","30.5","17.8","18.9","0.0"
"","20711009","31.9","22.6","19.1","0.0"
"","20711010","29.7","19.0","19.1","15.7"
"","20711011","32.1","25.5","18.8","0.0"
"","20711012","32.1","18.9","18.8","0.0"
"","20711013","31.7","23.0","18.6","0.0"
"","20711014","32.5","25.1","17.5","0.0"
"","20711015","32.8","22.8","18.0","0.0"
"","20711016","33.2","23.8","18.9","0.0"
"","20711017","31.7","20.6","19.5","0.0"
"","20711018","29.5","16.2","19.8","0.0"
"","20711019","30.9","20.8","19.5","0.0"
"","20711020","31.4","22.5","18.9","0.0"
"","20711021","30.5","19.1","18.6","18.1"
"","20711022","30.9","22.1","18.5","0.0"
"","20711023","31.4","22.2","18.2","34.9"
"","20711024","31.4","21.5","18.6","19.9"
"","20711025","30.7","20.0","19.4","0.0"
"","20711026","29.5","16.2","19.3","18.0"
"","20711027","27.7","14.6","19.3","19.2"
"","20711028","27.9","13.1","19.5","0.0"
"","20711029","29.0","18.7","19.5","0.0"
"","20711030","30.2","19.2","19.1","0.0"
"","20711031","31.6","22.2","18.4","0.0"
"","20711101","31.5","22.3","18.5","0.0"
"","20711102","32.3","25.2","19.3","0.0"
"","20711103","31.6","22.5","19.8","0.0"
"","20711104","32.4","23.0","19.6","10.8"
"","20711105","30.4","21.8","19.7","4.9"
"","20711106","31.6","22.7","20.1","0.0"
"","20711107","31.4","21.4","20.1","0.0"
"","20711108","30.5","19.0","20.4","0.0"
"","20711109","29.8","16.6","20.5","6.8"
"","20711110","28.6","13.6","20.8","18.6"
"","20711111","28.5","11.5","21.2","5.3"
"","20711112","28.0","12.1","21.0","6.8"
"","20711113","30.4","20.1","20.6","0.0"
"","20711114","30.7","21.9","19.9","9.4"
"","20711115","30.5","20.0","19.1","6.2"
"","20711116","29.6","19.4","20.0","8.2"
"","20711117","29.0","17.5","19.6","0.0"
"","20711118","30.3","20.4","19.2","8.9"
"","20711119","28.8","15.8","20.9","8.9"
"","20711120","26.3","8.1","20.8","6.5"
"","20711121","28.7","19.0","20.3","0.0"
"","20711122","29.4","20.2","19.6","5.4"
"","20711123","30.4","19.2","19.7","12.1"
"","20711124","30.9","22.6","18.5","0.0"
"","20711125","28.0","16.3","18.1","11.9"
"","20711126","28.9","19.6","19.4","8.2"
"","20711127","30.2","19.8","19.0","0.0"
"","20711128","27.1","11.6","20.3","0.0"
"","20711129","29.4","15.1","18.9","0.0"
"","20711130","30.7","24.0","17.9","0.0"
"","20711201","30.4","23.7","17.2","0.0"
"","20711202","29.1","27.4","16.1","0.0"
"","20711203","30.0","27.0","16.2","0.0"
"","20711204","28.8","20.4","16.8","0.0"
"","20711205","28.1","18.8","19.4","0.0"
"","20711206","26.4","18.6","19.6","0.0"
"","20711207","26.7","21.6","18.1","15.2"
"","20711208","27.3","19.8","18.0","10.5"
"","20711209","27.5","19.6","18.8","0.0"
"","20711210","26.8","18.4","17.8","0.0"
"","20711211","28.3","23.8","16.5","0.0"
"","20711212","29.0","22.9","16.1","0.0"
"","20711213","28.1","21.2","19.4","0.0"
"","20711214","28.4","20.8","19.6","0.0"
"","20711215","28.7","20.2","19.5","0.0"
"","20711216","28.2","19.1","19.5","0.0"
"","20711217","27.6","16.8","19.8","0.0"
"","20711218","27.0","15.1","20.3","7.1"
"","20711219","26.6","16.5","20.0","31.7"
"","20711220","26.7","19.2","19.6","0.0"
"","20711221","27.7","20.1","19.4","0.0"
"","20711222","27.8","20.7","17.6","0.0"
"","20711223","27.7","20.7","16.6","0.0"
"","20711224","27.3","20.9","17.8","0.0"
"","20711225","26.0","16.0","19.0","9.5"
"","20711226","27.8","17.8","19.1","0.0"
"","20711227","29.2","21.9","19.5","0.0"
"","20711228","27.2","19.1","18.1","0.0"
"","20711229","29.6","25.2","17.0","0.0"
"","20711230","27.6","15.5","19.5","0.0"
"","20711231","24.4","7.9","19.7","0.0"
"","20720101","25.6","12.0","19.6","0.0"
"","20720102","29.1","20.0","18.7","0.0"
"","20720103","28.2","15.1","18.1","0.0"
"","20720104","29.8","22.5","16.6","0.0"
"","20720105","29.2","19.8","18.0","9.5"
"","20720106","30.1","22.4","18.4","0.0"
"","20720107","29.5","21.6","17.3","0.0"
"","20720108","29.2","21.2","16.7","0.0"
"","20720109","29.1","19.5","16.8","0.0"
"","20720110","28.1","17.2","17.5","0.0"
"","20720111","31.7","24.3","17.3","0.0"
"","20720112","28.1","16.2","18.0","0.0"
"","20720113","28.2","15.1","19.6","0.0"
"","20720114","29.3","18.1","18.7","0.0"
"","20720115","30.4","20.0","19.4","0.0"
"","20720116","27.3","14.9","19.5","0.0"
"","20720117","29.0","20.8","19.4","0.0"
"","20720118","30.6","22.5","18.7","0.0"
"","20720119","29.8","21.5","18.4","0.0"
"","20720120","28.9","19.1","18.0","0.0"
"","20720121","29.9","21.8","17.5","0.0"
"","20720122","28.0","17.0","18.6","0.0"
"","20720123","27.9","15.6","17.5","0.0"
"","20720124","28.9","21.5","17.4","0.0"
"","20720125","29.8","22.3","17.0","0.0"
"","20720126","31.3","25.5","17.4","0.0"
"","20720127","30.8","26.5","16.9","0.0"
"","20720128","31.3","27.0","16.5","0.0"
"","20720129","31.2","22.9","18.1","0.0"
"","20720130","28.8","15.2","20.1","0.0"
"","20720131","30.4","20.6","18.0","0.0"
"","20720201","32.1","26.3","16.9","0.0"
"","20720202","32.5","26.6","17.8","0.0"
"","20720203","31.3","24.5","18.2","0.0"
"","20720204","31.3","24.8","18.6","0.0"
"","20720205","32.0","26.8","17.8","2.5"
"","20720206","32.2","27.6","18.3","0.0"
"","20720207","31.4","27.8","17.3","0.0"
"","20720208","31.0","23.2","17.7","0.0"
"","20720209","32.0","27.3","17.8","0.0"
"","20720210","32.3","27.4","17.6","0.0"
"","20720211","32.3","26.6","18.0","0.0"
"","20720212","31.9","25.9","18.4","0.0"
"","20720213","31.8","26.6","17.5","0.0"
"","20720214","31.9","24.5","18.4","0.0"
"","20720215","32.1","26.4","18.2","0.0"
"","20720216","29.8","18.1","19.7","2.5"
"","20720217","32.4","26.5","19.0","0.0"
"","20720218","32.4","27.0","17.9","0.0"
"","20720219","32.1","27.8","17.8","0.0"
"","20720220","31.6","28.7","16.8","0.0"
"","20720221","32.1","28.0","16.5","0.0"
"","20720222","32.5","28.3","16.6","0.0"
"","20720223","31.7","25.2","17.1","0.0"
"","20720224","31.9","24.1","17.3","0.0"
"","20720225","33.1","27.9","17.7","0.0"
"","20720226","34.0","27.1","18.4","0.0"
"","20720227","33.2","26.9","18.0","0.0"
"","20720228","33.1","24.8","18.5","0.0"
"","20720229","32.6","25.4","17.8","0.0"
"","20720301","31.8","25.9","17.9","0.0"
"","20720302","32.9","26.9","19.9","0.0"
"","20720303","32.0","26.5","19.2","0.0"
"","20720304","31.1","24.9","19.0","14.7"
"","20720305","32.0","27.9","18.4","0.0"
"","20720306","31.8","27.0","19.6","0.0"
"","20720307","30.6","23.5","18.8","0.0"
"","20720308","29.9","23.0","20.2","0.0"
"","20720309","30.7","24.9","20.7","0.0"
"","20720310","30.9","25.2","19.3","0.0"
"","20720311","30.8","24.7","19.0","0.0"
"","20720312","31.0","25.4","19.2","0.0"
"","20720313","31.8","24.3","18.9","0.0"
"","20720314","32.4","27.7","18.2","0.0"
"","20720315","30.8","23.6","18.8","0.0"
"","20720316","31.2","22.4","18.7","0.0"
"","20720317","31.1","26.9","18.3","0.0"
"","20720318","32.6","28.1","18.1","0.0"
"","20720319","32.6","27.6","18.5","0.0"
"","20720320","31.6","23.7","19.4","0.0"
"","20720321","32.1","23.9","19.9","0.0"
"","20720322","32.3","27.6","18.7","0.0"
"","20720323","32.7","28.0","18.4","0.0"
"","20720324","32.4","28.1","18.5","0.0"
"","20720325","32.7","28.1","18.2","0.0"
"","20720326","32.6","27.9","17.9","0.0"
"","20720327","32.1","22.4","18.9","0.0"
"","20720328","31.6","21.2","22.0","0.0"
"","20720329","32.3","26.0","20.9","96.0"
"","20720330","30.8","23.6","20.9","131.4"
"","20720331","31.4","24.0","21.2","28.5"
"","20720401","24.4","14.3","19.3","9.1"
"","20720402","27.7","17.9","18.8","0.0"
"","20720403","26.9","20.2","19.8","17.2"
"","20720404","28.4","21.9","18.9","9.5"
"","20720405","29.8","22.9","19.2","0.0"
"","20720406","30.4","23.6","19.1","0.0"
"","20720407","30.1","22.5","19.2","14.5"
"","20720408","29.4","22.5","19.5","29.5"
"","20720409","28.8","21.9","19.5","13.6"
"","20720410","28.9","21.4","19.4","0.0"
"","20720411","30.4","23.0","18.9","0.0"
"","20720412","30.7","22.7","19.6","0.0"
"","20720413","30.4","22.2","19.8","0.0"
"","20720414","29.6","21.1","20.3","29.3"
"","20720415","30.3","21.1","20.2","15.4"
"","20720416","30.2","21.3","20.2","8.8"
"","20720417","29.8","21.1","19.9","0.0"
"","20720418","28.2","18.8","20.4","0.0"
"","20720419","30.8","22.4","20.4","7.4"
"","20720420","31.1","22.6","20.5","0.0"
"","20720421","31.0","19.7","20.9","0.0"
"","20720422","30.5","21.6","20.8","0.0"
"","20720423","30.3","21.1","20.2","0.0"
"","20720424","28.4","20.9","20.0","14.8"
"","20720425","29.1","21.1","19.6","44.0"
"","20720426","30.9","21.7","20.2","0.0"
"","20720427","31.0","22.0","20.2","31.5"
"","20720428","28.1","17.1","20.7","26.6"
"","20720429","29.1","19.3","19.9","10.6"
"","20720430","29.9","20.1","20.6","0.0"
"","20720501","31.1","22.9","20.3","0.0"
"","20720502","31.3","23.5","20.8","0.0"
"","20720503","30.4","23.6","19.9","0.0"
"","20720504","29.7","19.7","19.5","21.8"
"","20720505","29.9","21.2","19.9","33.2"
"","20720506","30.1","24.5","19.2","17.3"
"","20720507","30.1","23.1","19.4","0.0"
"","20720508","28.1","17.2","19.4","0.0"
"","20720509","29.0","18.5","19.6","0.0"
"","20720510","28.8","20.1","20.1","0.0"
"","20720511","29.7","21.0","19.9","14.5"
"","20720512","30.1","22.0","19.8","15.0"
"","20720513","28.2","20.2","19.3","0.0"
"","20720514","28.8","20.6","19.0","0.0"
"","20720515","29.7","21.5","19.6","0.0"
"","20720516","30.1","22.3","19.3","0.0"
"","20720517","29.3","17.9","19.2","0.0"
"","20720518","28.4","19.1","18.7","0.0"
"","20720519","28.2","18.9","18.9","13.9"
"","20720520","26.8","17.7","19.3","32.2"
"","20720521","26.4","17.4","18.6","24.8"
"","20720522","27.9","18.8","19.5","0.0"
"","20720523","27.1","14.3","19.5","24.2"
"","20720524","27.8","20.0","19.3","0.0"
"","20720525","28.2","18.7","18.6","0.0"
"","20720526","29.3","20.9","19.0","0.0"
"","20720527","29.4","18.9","20.4","0.0"
"","20720528","29.3","20.7","19.4","0.0"
"","20720529","29.3","19.8","18.4","0.0"
"","20720530","29.5","19.4","17.6","0.0"
"","20720531","29.9","20.0","18.3","0.0"
"","20720601","29.7","19.0","19.6","0.0"
"","20720602","29.2","19.2","18.3","0.0"
"","20720603","28.9","19.7","17.1","0.0"
"","20720604","29.3","20.7","16.6","0.0"
"","20720605","27.4","15.5","19.5","0.0"
"","20720606","28.6","17.7","17.8","0.0"
"","20720607","30.9","18.6","18.7","0.0"
"","20720608","28.9","16.6","20.2","0.0"
"","20720609","28.7","16.7","19.1","0.0"
"","20720610","29.6","19.9","18.6","0.0"
"","20720611","29.4","21.5","18.5","0.0"
"","20720612","29.6","19.7","18.8","0.0"
"","20720613","29.0","19.5","17.9","0.0"
"","20720614","28.8","19.5","19.0","0.0"
"","20720615","29.3","20.0","18.9","0.0"
"","20720616","29.0","17.3","18.9","5.5"
"","20720617","27.2","14.8","19.4","0.0"
"","20720618","29.6","16.8","19.2","0.0"
"","20720619","29.8","19.4","19.6","0.0"
"","20720620","30.5","20.2","19.3","0.0"
"","20720621","28.1","15.8","19.5","0.0"
"","20720622","28.3","15.7","19.8","0.0"
"","20720623","25.8","12.8","19.6","6.8"
"","20720624","27.2","16.9","18.4","0.0"
"","20720625","28.7","21.8","17.1","0.0"
"","20720626","26.6","15.4","18.2","5.2"
"","20720627","27.7","18.3","17.6","0.0"
"","20720628","28.8","21.2","17.5","0.0"
"","20720629","28.7","20.2","17.5","0.0"
"","20720630","29.1","19.7","17.6","0.0"
"","20720701","29.1","20.2","18.2","0.0"
"","20720702","29.6","18.7","17.8","0.0"
"","20720703","28.8","16.3","18.2","0.0"
"","20720704","28.1","17.2","18.3","0.0"
"","20720705","28.1","18.6","17.5","0.0"
"","20720706","28.5","15.7","17.8","0.0"
"","20720707","29.2","17.3","18.2","0.0"
"","20720708","27.1","16.2","18.4","0.0"
"","20720709","28.5","18.6","17.8","0.0"
"","20720710","28.6","19.8","17.7","0.0"
"","20720711","28.4","19.1","17.8","0.0"
"","20720712","27.8","17.7","17.8","0.0"
"","20720713","28.4","17.2","18.2","0.0"
"","20720714","28.1","16.8","18.5","0.0"
"","20720715","27.6","14.3","17.1","0.0"
"","20720716","27.1","11.8","16.9","0.0"
"","20720717","27.6","16.9","15.5","0.0"
"","20720718","28.9","20.5","14.4","0.0"
"","20720719","29.3","22.3","16.4","0.0"
"","20720720","29.0","21.5","16.0","0.0"
"","20720721","29.1","19.5","18.0","0.0"
"","20720722","27.9","16.0","17.6","0.0"
"","20720723","26.5","12.6","16.5","0.0"
"","20720724","28.1","17.6","16.1","3.6"
"","20720725","27.9","16.6","17.1","0.0"
"","20720726","26.7","17.4","17.7","0.0"
"","20720727","27.6","19.1","17.6","12.2"
"","20720728","29.6","21.6","17.5","4.6"
"","20720729","29.7","19.6","18.4","0.0"
"","20720730","30.6","20.0","18.8","0.0"
"","20720731","28.8","18.3","16.8","0.0"
"","20720801","23.7","6.6","15.5","0.0"
"","20720802","28.4","12.5","14.7","0.0"
"","20720803","27.1","15.2","15.5","0.0"
"","20720804","29.0","18.9","16.4","0.0"
"","20720805","27.7","17.4","16.3","0.0"
"","20720806","28.7","19.2","16.3","0.0"
"","20720807","28.3","20.6","16.0","0.0"
"","20720808","28.4","20.3","15.8","0.0"
"","20720809","28.5","18.9","16.9","0.0"
"","20720810","27.2","18.1","16.6","0.0"
"","20720811","29.1","18.4","16.4","0.0"
"","20720812","27.8","14.5","16.5","0.0"
"","20720813","28.9","18.3","15.9","1.8"
"","20720814","27.4","15.8","16.2","2.3"
"","20720815","29.0","16.6","16.3","0.0"
"","20720816","27.2","14.8","16.7","0.0"
"","20720817","27.7","12.8","17.1","3.1"
"","20720818","28.6","20.4","16.8","0.0"
"","20720819","29.8","23.1","15.9","0.0"
"","20720820","28.6","16.7","15.5","0.0"
"","20720821","29.5","20.8","15.5","0.0"
"","20720822","30.9","20.3","16.8","0.0"
"","20720823","30.1","20.1","16.9","0.0"
"","20720824","29.2","18.7","16.4","0.0"
"","20720825","28.7","17.4","16.6","1.8"
"","20720826","28.9","18.0","17.2","0.0"
"","20720827","29.8","21.8","16.8","0.0"
"","20720828","29.5","22.3","17.0","0.0"
"","20720829","29.3","22.2","16.8","0.0"
"","20720830","29.5","23.9","16.3","0.0"
"","20720831","29.8","23.0","16.2","0.0"
"","20720901","31.2","21.5","17.0","0.0"
"","20720902","32.2","20.6","17.5","0.0"
"","20720903","31.2","18.9","18.0","0.0"
"","20720904","30.3","17.9","18.5","0.0"
"","20720905","31.3","22.1","18.4","0.0"
"","20720906","30.9","20.2","17.8","0.0"
"","20720907","31.5","24.3","17.5","0.0"
"","20720908","31.6","23.3","17.0","0.0"
"","20720909","32.5","23.7","17.3","0.0"
"","20720910","31.1","22.0","18.1","0.0"
"","20720911","31.2","22.3","17.8","0.0"
"","20720912","30.3","20.7","17.6","0.0"
"","20720913","30.8","21.2","17.1","0.0"
"","20720914","30.1","18.9","17.6","0.0"
"","20720915","26.2","7.5","17.1","4.5"
"","20720916","29.4","16.4","17.3","0.0"
"","20720917","31.4","22.6","17.7","0.0"
"","20720918","29.5","19.1","18.3","0.0"
"","20720919","31.4","22.0","18.4","0.0"
"","20720920","31.1","19.1","18.5","0.0"
"","20720921","30.9","18.2","18.0","0.0"
"","20720922","30.0","17.8","17.8","0.0"
"","20720923","30.9","24.0","18.2","0.0"
"","20720924","31.0","23.4","17.8","0.0"
"","20720925","30.8","24.4","16.9","0.0"
"","20720926","30.2","16.8","17.4","15.1"
"","20720927","29.7","22.2","17.7","5.0"
"","20720928","30.6","24.4","17.1","0.0"
"","20720929","29.2","22.5","16.8","0.0"
"","20720930","29.3","22.0","17.3","0.0"
"","20721001","30.7","25.0","16.8","0.0"
"","20721002","30.9","25.0","16.7","0.0"
"","20721003","30.0","21.9","17.0","0.0"
"","20721004","31.5","26.0","17.0","0.0"
"","20721005","32.6","24.0","18.7","0.0"
"","20721006","30.9","21.1","18.6","0.0"
"","20721007","31.2","23.2","18.3","0.0"
"","20721008","30.7","22.9","17.7","0.0"
"","20721009","30.1","20.3","18.8","0.0"
"","20721010","31.4","21.5","19.0","0.0"
"","20721011","30.5","22.2","19.1","0.0"
"","20721012","30.4","22.3","18.4","50.5"
"","20721013","30.0","22.1","17.9","0.0"
"","20721014","31.5","23.1","18.6","29.9"
"","20721015","30.2","18.7","19.1","33.0"
"","20721016","29.5","20.2","19.4","0.0"
"","20721017","28.1","18.0","19.2","43.6"
"","20721018","29.0","19.3","18.9","40.6"
"","20721019","28.3","18.0","19.3","61.2"
"","20721020","29.7","20.5","19.1","30.3"
"","20721021","28.9","17.7","19.2","0.0"
"","20721022","31.9","22.9","18.0","0.0"
"","20721023","31.9","23.3","18.2","46.4"
"","20721024","30.6","23.1","18.6","33.2"
"","20721025","30.7","22.5","18.1","0.0"
"","20721026","31.4","22.8","18.7","0.0"
"","20721027","31.2","22.5","18.7","0.0"
"","20721028","32.0","23.3","18.8","0.0"
"","20721029","31.2","22.2","18.7","0.0"
"","20721030","31.3","21.8","19.3","0.0"
"","20721031","29.7","19.0","19.2","0.0"
"","20721101","28.1","12.6","20.4","14.4"
"","20721102","27.2","12.7","20.4","13.1"
"","20721103","29.1","15.5","20.1","1.9"
"","20721104","30.3","17.5","20.1","0.0"
"","20721105","31.6","20.7","20.2","0.0"
"","20721106","31.1","20.9","21.0","0.0"
"","20721107","30.4","17.6","20.8","0.0"
"","20721108","26.5","8.0","20.5","0.0"
"","20721109","29.4","16.7","20.1","1.0"
"","20721110","29.6","18.5","20.6","2.6"
"","20721111","30.2","21.0","20.2","0.9"
"","20721112","30.1","20.6","19.7","5.4"
"","20721113","31.4","21.5","19.4","2.8"
"","20721114","29.5","17.9","20.2","6.2"
"","20721115","30.5","20.5","20.7","17.8"
"","20721116","31.4","22.2","20.1","11.1"
"","20721117","28.4","18.9","20.2","8.3"
"","20721118","28.8","20.4","19.3","5.5"
"","20721119","25.2","11.2","18.8","16.2"
"","20721120","27.6","16.8","19.4","1.9"
"","20721121","30.8","22.0","19.1","0.0"
"","20721122","29.2","17.6","20.4","1.9"
"","20721123","28.0","14.6","20.4","0.8"
"","20721124","27.3","13.0","21.1","10.7"
"","20721125","27.3","7.8","21.6","22.2"
"","20721126","26.2","6.6","20.3","32.7"
"","20721127","27.9","10.6","19.9","9.5"
"","20721128","25.2","8.9","20.5","6.3"
"","20721129","26.5","11.1","20.1","16.6"
"","20721130","28.7","18.3","20.6","9.2"
"","20721201","28.5","20.5","19.5","3.6"
"","20721202","26.6","15.8","20.0","13.2"
"","20721203","29.1","18.8","19.5","14.4"
"","20721204","27.9","22.7","18.7","36.5"
"","20721205","25.7","20.8","18.3","11.3"
"","20721206","26.8","23.1","17.8","0.0"
"","20721207","26.4","22.3","18.5","4.7"
"","20721208","27.0","22.7","18.6","7.9"
"","20721209","26.7","19.7","19.6","0.0"
"","20721210","26.7","20.5","19.6","0.0"
"","20721211","26.9","21.9","17.9","8.0"
"","20721212","28.0","23.1","17.8","3.1"
"","20721213","27.2","22.9","17.9","0.0"
"","20721214","27.4","22.4","18.9","3.4"
"","20721215","27.5","22.6","19.0","0.0"
"","20721216","27.3","19.9","19.4","0.0"
"","20721217","27.2","22.1","18.1","0.0"
"","20721218","27.3","25.8","16.5","0.0"
"","20721219","28.0","27.2","15.9","0.0"
"","20721220","29.1","25.2","17.0","0.0"
"","20721221","26.1","13.8","19.2","0.0"
"","20721222","26.1","18.4","17.8","2.5"
"","20721223","27.3","21.8","17.4","2.3"
"","20721224","28.6","26.6","16.3","0.0"
"","20721225","29.0","25.6","17.0","0.0"
"","20721226","28.8","26.3","17.5","0.0"
"","20721227","28.6","26.1","16.9","0.0"
"","20721228","28.8","26.9","16.3","0.0"
"","20721229","28.7","27.2","16.7","0.0"
